Asset Name;Model;Model No.;Category;Manufacturer;Serial;Purchased;Location;Checked Out;Type;Username;Status;Created At;Updated at;Notes;MAC Adress;Type utilisation;Propriété SI;Propriété;Date fin garantie
007E-2031-10;OptiPlex;7010;Bureau;DELL INC.;5SJD8Y1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;B8:CA:3A:A5:CF:BB;Lab Fix;;;
007E-2031-12;OptiPlex;7010;Bureau;DELL INC.;5S7F8Y1;8/12/2013 0:00;;admin ;user;admin;Retiré (deployed);10/28/2019 10:39;7/11/2022 9:50;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A5:71:F9;Lab Fix;;;
007E-2031-13;OptiPlex;7010;Bureau;DELL INC.;5SKD8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;2/11/2022 15:24;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A6:59:26;Lab Fix;;;
007E-2031-14;OptiPlex;7010;Bureau;DELL INC.;5SFF8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;7/11/2022 11:36;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A6:37:0E;Lab Fix;;;
007E-2031-15;OptiPlex;7010;Bureau;DELL INC.;5S9F8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;7/11/2022 11:38;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A5:86:F0;Lab Fix;;;
007E-2031-16;OptiPlex;7010;Bureau;DELL INC.;5S8F8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;7/11/2022 11:38;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A6:33:33;Lab Fix;;;
007E-2031-17;OptiPlex;7010;Bureau;DELL INC.;5SDD8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;7/11/2022 11:38;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A6:52:4E;Lab Fix;;;
007E-2031-19;OptiPlex;7010;Bureau;DELL INC.;5S9D8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;2/11/2022 15:13;mise a jour du nom et de la date d'achat par script;B8-CA-3A-A5-CD-15;Lab Fix;;;
007E-2031-20;OptiPlex;7010;Bureau;DELL INC.;5SDG8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;8/16/2023 15:29;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A5:81:D2;Lab Fix;;;
007E-2031-21;OptiPlex;7010;Bureau;DELL INC.;5S9G8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:42;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A5:CC:D7;Lab Fix;;;
007E-2031-22;OptiPlex;7010;Bureau;DELL INC.;5SGG8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;2/11/2022 15:22;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A6:36:66;Lab Fix;;;
007E-2031-23;OptiPlex;7010;Bureau;DELL INC.;5SLD8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:36;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A6:31:DC;Lab Fix;;;
007E-2031-24;OptiPlex;7010;Bureau;DELL INC.;5SLG8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:51;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A6:59:D0;Lab Fix;;;
007E-2031-25;OptiPlex;7010;Bureau;DELL INC.;5SKG8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:40;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A5:D2:A3;Lab Fix;;;
007E-2031-26;OptiPlex;7010;Bureau;DELL INC.;5SBD8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:31;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A6:30:BE;Lab Fix;;;
007E-2031-27;OptiPlex;7010;Bureau;DELL INC.;5SHG8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:41;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A5:CC:5F;Lab Fix;;;
007E-2031-28;OptiPlex;7010;Bureau;DELL INC.;5SJF8Y1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;B8:CA:3A:A6:34:16;Lab Fix;;;
007E-2031-29;OptiPlex;7010;Bureau;DELL INC.;5SLF8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;2/11/2022 15:21;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A5:79:66;Lab Fix;;;
007E-2031-30;OptiPlex;7010;Bureau;DELL INC.;5SFD8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;2/11/2022 15:06;mise a jour du nom et de la date d'achat par script;F8:B1:56:A3:F1:A5;Lab Fix;;;
007E-2031-32;OptiPlex;7010;Bureau;DELL INC.;5S8D8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:48;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A5:CD:FA;Lab Fix;;;
007E-2031-PROF;OptiPlex;7010;Bureau;DELL INC.;5S7G8Y1;8/12/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;2/11/2022 15:12;mise a jour du nom et de la date d'achat par script;B8:CA:3A:A6:23:34;Enseignant;;;
007E-2049-01;Optiplex;790;Bureau;DELL INC.;6B46PS1;5/11/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;Lynda Doyon;user;ldoyon;Distribué (deployed);10/28/2019 10:39;11/16/2022 13:48;mise a jour du nom et de la date d'achat par script;18:03:73:1A:E2:6C;Lab Fix;;;
007E-2060-01;OptiPlex;780;Bureau;DELL INC.;1GH2KM1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;B8:AC:6F:A1:24:54;Lab Fix;;;
007E-2066-01;Optiplex;790;Bureau;DELL INC.;6BB5PS1;5/11/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;2/11/2022 15:23;mise a jour du nom et de la date d'achat par script;18:03:73:1B:04:22;Lab Fix;;;
007E-2073-1;OptiPlex;780;Bureau;DELL INC.;1GG4KM1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;B8:AC:6F:A1:25:FA;Lab Fix;;;
007E-2080-01;OptiPlex;7010;Bureau;DELL INC.;4ZCSWV1;10/13/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;5/19/2022 12:42;modifie PC par TS;90-B1-1C-69-15-CF;Lab Fix;;;
007E-2080-JL2;Optiplex;790;Bureau;DELL INC.;HYX5KS1;2/25/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:45;mise a jour du nom et de la date d'achat par script;18:03:73:4E:CD:AB;Lab Fix;;;
007E-RADIOECOLE;OptiPlex;755;Bureau;DELL INC.;HVZ15G1;4/25/2008 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;6/22/2023 10:14;mise a jour du nom et de la date d'achat par script;00-1E-4F-CF-CA-BA;;;;
007P-YBOURASSA;Latitude;E5530;Portable;DELL INC.;1BT4ZW1;4/8/2013 0:00;007 - Polyvalente Louis-Saint-Laurent;Suzanne Gendron;user;sgendron;Distribué (deployed);10/28/2019 10:39;6/22/2023 10:27;mise a jour du nom et de la date d'achat par script;74:86:7A:70:EC:83;;;;
007EP-1035-01;Latitude;E5520;Portable;DELL INC.;DQPT4S1;2/12/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:41;mise a jour du nom et de la date d'achat par script;10:0B:A9:65:DF:1C;;;;
007EP-1036-01;Latitude;E5500;Portable;DELL INC.;17K48J1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;00:24:2B:83:E4:CB;Lab Chariot / Mobile;;;
007EP-1036-02;Latitude;E5500;Portable;DELL INC.;F7K48J1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;00:24:2B:83:E8:A4;Lab Chariot / Mobile;;;
007EP-1036-05;Latitude;E5500;Portable;DELL INC.;C7K48J1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;00:24:2B:83:EA:50;Lab Chariot / Mobile;;;
007EP-1036-06;Latitude;E5500;Portable;DELL INC.;7JHFXG1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;00:24:2B:7E:7E:56;Lab Chariot / Mobile;;;
007EP-1036-10;Latitude;E5500;Portable;DELL INC.;96K48J1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;00:24:2B:83:E3:B6;Lab Chariot / Mobile;;;
007EP-1036-15;Latitude;E5500;Portable;DELL INC.;GJCPVK1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;00:26:5E:8E:40:19;Lab Chariot / Mobile;;;
007EP-1038-TNI;Latitude;E5470;Portable;DELL INC.;4485GC2;6/15/2016 0:00;005 - Entrepot La Frontaliere;;;;Distribué (deployable);10/28/2019 10:39;2/23/2023 13:43;mise a jour du nom et de la date d'achat par script;B8:08:CF:34:AF:88;Enseignant;;;
007EP-1045-TNI;Latitude;E5470;Portable;DELL INC.;92B9GC2;6/15/2016 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;A ré-imager (pending);10/28/2019 10:39;7/11/2022 14:36;mise a jour du nom et de la date d'achat par script;B8:08:CF:34:16:CA;Enseignant;;;
007EP-1048-TNI;Latitude;E5470;Portable;DELL INC.;DC85GC2;6/15/2016 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;9/6/2022 15:36;mise a jour du nom et de la date d'achat par script;9C:EB:E8:62:D2:E8;Enseignant;;;
007EP-1060-TBI;Latitude;E6540;Portable;DELL INC.;JT97K12;10/27/2014 0:00;016 - Maison familiale rurale du Granit;Sonia Desruisseaux;user;sdesruisseaux;Retiré (deployed);10/28/2019 10:39;7/1/2023 4:17;mise a jour du nom et de la date d'achat par script;80:00:0B:3F:69:FC;Enseignant;;;
007EP-1060-TNI;Latitude;E5450;Portable;DELL INC.;4J80F72;;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;5/18/2021 11:38;;18:5E:0F:06:93:BB;Enseignant;;;
007EP-1062-01;OptiPlex;755;Bureau;DELL INC.;1MBVDH1;9/8/2008 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:37;mise a jour du nom et de la date d'achat par script;00:21:9b:54:4a:1d;Lab Fix;;;
007EP-1062-02;OptiPlex;755;Bureau;DELL INC.;4NB43F1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:51;mise a jour du nom et de la date d'achat par script;00:1a:a0:ce:6c:f7;Lab Fix;;;
007EP-1062-TNI;Latitude;E5470;Portable;DELL INC.;8SFBGC2;6/15/2016 0:00;007 - Entrepot Louis St-Laurent;;;;Distribué (deployable);10/28/2019 10:39;4/12/2022 11:39;mise a jour du nom et de la date d'achat par script;28:F1:0E:03:28:17;Enseignant;;;
007EP-1065-01;Latitude;E5510;Portable;DELL INC.;8FHF0N1;12/27/2010 0:00;011 - CEA - East Angus;Vanessa Paquette-Chicoine;user;vpaquettechicoine;Distribué (deployed);10/28/2019 10:39;10/6/2021 11:03;mise a jour du nom et de la date d'achat par script;C0:CB:38:7C:87:00;;;;
007EP-1065-TBI;Thinkpad;24791V3;Portable;Lenovo;PK1KMPP;;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;5/18/2021 11:31;;9C:4E:36:D1:68:58;Enseignant;;;
007EP-1066-01;HP ProBook;6570b;Portable;Hewlett-Packard;5CB3101X40;6/1/2212 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:55;mise a jour du nom et de la date d'achat par script;;;;;
007EP-1066-02;HP ProBook;6570b;Portable;Hewlett-Packard;5CB3101X52;6/1/2212 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:50;mise a jour du nom et de la date d'achat par script;;;;;
007EP-1066-03;HP ProBook;6570b;Portable;Hewlett-Packard;5CB3101X4L;6/1/2212 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:47;mise a jour du nom et de la date d'achat par script;;;;;
007EP-1066-04;HP ProBook;6570b;Portable;Hewlett-Packard;5CB3101X4Q;6/1/2212 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;1/27/2023 14:12;modifie PC par TS;D8-9D-67-C9-AF-BB;;;;
007EP-1066-05;HP ProBook;6570b;Portable;Hewlett-Packard;5CB31027NF;6/1/2212 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;2/11/2022 15:15;mise a jour du nom et de la date d'achat par script;84:3A:4B:5E:34:48;;;;
007EP-1066-06;HP ProBook;6570b;Portable;Hewlett-Packard;5CB31027N8;6/1/2212 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;6/22/2023 10:25;mise a jour du nom et de la date d'achat par script;84:3A:4B:5E:5A:C0;;;;
007EP-1066-07;HP ProBook;6570b;Portable;Hewlett-Packard;5CB31027NS;6/1/2212 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;2/11/2022 15:16;mise a jour du nom et de la date d'achat par script;84:3A:4B:5E:58:34;;;;
007EP-1066-08;HP ProBook;6570b;Portable;Hewlett-Packard;5CB3101X4B;6/1/2212 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 14:08;mise a jour du nom et de la date d'achat par script;84:3A:4B:5E:28:4C;;;;
007EP-1066-09;HP ProBook;6570b;Portable;Hewlett-Packard;5CB3101X45;6/1/2212 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:42;mise a jour du nom et de la date d'achat par script;84:3A:4B:5E:2B:AC;;;;
007EP-1067-TBI;Latitude;E5450;Portable;DELL INC.;3F80F72;12/9/2015 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Pour pièces (undeployable);10/28/2019 10:39;2/11/2022 15:24;mise a jour du nom et de la date d'achat par script;F8-CA-B8-2B-CF-D6;Enseignant;;;
007EP-1102-TBI;Latitude;5480;Portable;DELL INC.;748WMH2;10/19/2017 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Pour pièces (undeployable);10/28/2019 10:39;9/21/2023 11:30;mise a jour du nom et de la date d'achat par script;D4:6A:6A:A1:57:ED;Enseignant;;;
007EP-1110-01;Optiplex;790;Bureau;DELL INC.;6B36PS1;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;18:03:73:1A:E0:EE;Lab Fix;;;
007EP-1110-TBI;Latitude;5480;Portable;DELL INC.;4YWVMH2;10/19/2017 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;9/6/2022 15:30;mise a jour du nom et de la date d'achat par script;D4:6A:6A:A1:2F:AF;Enseignant;;;
007EP-2009-TNI;Latitude;E5470;Portable;DELL INC.;7PD8GC2;6/15/2016 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;A ré-imager (pending);10/28/2019 10:39;6/29/2022 10:47;mise a jour du nom et de la date d'achat par script;28:f1:0e:03:28:54;Enseignant;;;
007EP-2010-01;Latitude;E5530;Portable;DELL INC.;HB9DLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:32;mise a jour du nom et de la date d'achat par script;d4:be:d9:6b:87:2a;;;;
007EP-2010-02;Latitude;E5530;Portable;DELL INC.;DW8DLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:43;mise a jour du nom et de la date d'achat par script;60:67:20:79:1a:76;;;;
007EP-2010-03;Latitude;E5530;Portable;DELL INC.;BQCDLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:52;mise a jour du nom et de la date d'achat par script;d4:be:d9:6d:35:69;;;;
007EP-2010-04;Latitude;E5530;Portable;DELL INC.;5WBDLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:42;mise a jour du nom et de la date d'achat par script;60:67:20:79:1a:44;;;;
007EP-2010-05;Latitude;E5530;Portable;DELL INC.;GH8DLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:34;mise a jour du nom et de la date d'achat par script;d4:be:d9:6d:35:70;;;;
007EP-2010-06;Latitude;E5530;Portable;DELL INC.;95FDLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:48;mise a jour du nom et de la date d'achat par script;d4:be:d9:6c:b1:91;;;;
007EP-2010-07;Latitude;E5530;Portable;DELL INC.;6P8DLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:37;mise a jour du nom et de la date d'achat par script;d4:be:d9:6b:91:4b;;;;
007EP-2010-08;Latitude;E5530;Portable;DELL INC.;44CDLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:40;mise a jour du nom et de la date d'achat par script;d4:be:d9:6c:b1:75;;;;
007EP-2010-09;Latitude;E5530;Portable;DELL INC.;4N8DLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:54;mise a jour du nom et de la date d'achat par script;60:67:20:79:1a:3c;;;;
007EP-2010-10;Latitude;E5530;Portable;DELL INC.;GWDDLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;2/11/2022 15:23;mise a jour du nom et de la date d'achat par script;60:67:20:79:1a:24;;;;
007EP-2010-11;Latitude;E5530;Portable;DELL INC.;2X8DLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:50;mise a jour du nom et de la date d'achat par script;60:67:20:79:1a:32;;;;
007EP-2010-12;Latitude;E5530;Portable;DELL INC.;4SFDLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:39;mise a jour du nom et de la date d'achat par script;d4:be:d9:6b:9d:47;;;;
007EP-2010-13;Latitude;E5530;Portable;DELL INC.;639DLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:49;mise a jour du nom et de la date d'achat par script;d4:be:d9:6d:28:2b;;;;
007EP-2010-14;Latitude;E5530;Portable;DELL INC.;5G8DLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:38;mise a jour du nom et de la date d'achat par script;60:67:20:79:1a:38;;;;
007EP-2010-15;Latitude;E5530;Portable;DELL INC.;C2BDLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:38;mise a jour du nom et de la date d'achat par script;d4:be:d9:6c:b1:83;;;;
007EP-2010-16;Latitude;E5530;Portable;DELL INC.;9QXBLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:40;mise a jour du nom et de la date d'achat par script;d4:be:d9:6e:9f:1d;;;;
007EP-2010-17;Latitude;E5530;Portable;DELL INC.;688DLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:47;mise a jour du nom et de la date d'achat par script;60:67:20:79:1A:3A;;;;
007EP-2010-18;Latitude;E5530;Portable;DELL INC.;8V8DLV1;10/16/2012 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:33;mise a jour du nom et de la date d'achat par script;60:67:20:79:13:78;;;;
007EP-2013-TBI;Latitude;E6540;Portable;DELL INC.;5MB7K12;10/27/2014 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:42;mise a jour du nom et de la date d'achat par script;9C:EB:E8:62:D2:DD;Enseignant;;;
007EP-2017-TBI;Latitude;E5450;Portable;DELL INC.;418RD72;;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;6/29/2021 13:36;;F8:CA:B8:2B:D4:F4;Enseignant;;;
007EP-2021-TNI;Latitude;E5470;Portable;DELL INC.;3VY8GC2;6/15/2016 0:00;007 - Entrepot Louis St-Laurent;;;;A ré-imager (pending);10/28/2019 10:39;4/19/2022 11:58;mise a jour du nom et de la date d'achat par script;B8:08:CF:34:AF:C4;Enseignant;;;
007EP-2022-TBI;Latitude;E6540;Portable;DELL INC.;48B7K12;10/27/2014 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:34;mise a jour du nom et de la date d'achat par script;EC:F4:BB:5E:5C:89;Enseignant;;;
007EP-2023-TBI;Latitude;E5450;Portable;DELL INC.;4T4ZD72;;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;10/28/2019 10:39;;18:5E:0F:06:88:F8;Enseignant;;;
007EP-2024-TNI;Latitude;E5470;Portable;DELL INC.;GWT7GC2;6/15/2016 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;9/6/2022 15:32;mise a jour du nom et de la date d'achat par script;B8:08:CF:34:88:B2;Enseignant;;;
007EP-2025-TBI;Latitude;E5450;Portable;DELL INC.;F350F72;12/9/2015 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;A ré-imager (pending);10/28/2019 10:39;6/29/2022 11:42;mise a jour du nom et de la date d'achat par script;F8:CA:B8:2B:D5:44;Enseignant;;;
007EP-2026-TNI;Latitude;E5470;Portable;DELL INC.;C785GC2;6/15/2016 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;9/6/2022 15:41;mise a jour du nom et de la date d'achat par script;28:F1:0E:03:28:3B;Enseignant;;;
007EP-2035-TNI;Latitude;E5470;Portable;DELL INC.;CTFBGC2;6/15/2016 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;9/6/2022 15:39;mise a jour du nom et de la date d'achat par script;28:F1:0E:03:28:2F;Enseignant;;;
007EP-2042-TBI;Latitude;5480;Portable;DELL INC.;846K9H2;7/24/2017 0:00;099 - Entrepot Centre East-Angus;;;;Retiré (archived);10/28/2019 10:39;9/6/2022 15:29;mise a jour du nom et de la date d'achat par script;A4-4C-C8-13-53-3A;Enseignant;;;
007EP-2044-TNI;Latitude;E5470;Portable;DELL INC.;C52BGC2;6/15/2016 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;9/6/2022 15:37;mise a jour du nom et de la date d'achat par script;28:F1:0E:03:27:30;Enseignant;;;
007EP-2045-TNI;Latitude;E5470;Portable;DELL INC.;2968GC2;6/15/2016 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;9/6/2022 15:34;mise a jour du nom et de la date d'achat par script;B8:08:CF:34:14:5A;Enseignant;;;
007EP-2046-TNI;Latitude;E5470;Portable;DELL INC.;GCQ9GC2;;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;9C:EB:E8:50:88:76;Enseignant;;;
007EP-2050-TNI;Latitude;E5470;Portable;DELL INC.;2F49GC2;6/15/2016 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;9/6/2022 15:35;mise a jour du nom et de la date d'achat par script;B8:08:CF:34:B0:36;Enseignant;;;
007EP-2051-01;Latitude;E5500;Portable;DELL INC.;1SYPYK1;9/25/2009 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:47;mise a jour du nom et de la date d'achat par script;0C:60:76:47:90:67;;;;
007EP-2052-01;Latitude;D830;Portable;DELL INC.;H67PPH1;;007 - Polyvalente Louis-Saint-Laurent;;;;Retiré (archived);10/28/2019 10:39;5/18/2021 9:54;;00:23:4E:1A:73:CD;Enseignant;;;
007EP-2052-02;Latitude;D830;Portable;DELL INC.;9465GG1;6/13/2008 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:35;mise a jour du nom et de la date d'achat par script;00:1F:3C:54:04:25;;;;
007EP-2052-03;Thinkpad;2522NB5;Portable;Lenovo;R8D5D40;9/1/2017 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;9/8/2021 15:43;mise a jour du nom et de la date d'achat par script;18:3D:A2:82:F6:54;;;;
007EP-2052-04;Thinkpad;2522NB4;Portable;Lenovo;R8R62W8;9/1/2017 0:00;007 - Polyvalente Louis-Saint-Laurent;;;;Distribué (deployable);10/28/2019 10:39;10/28/2019 10:39;;58:94:6B:37:98:AC;;;;
